FoutCode;Veroorzaker;Toelichting;XSD-Klasse;Attribuut;tagNaam;Controleregel;Foutmelding;Verklaring;Request for Change;Oplossing
"lev_nn_023";"";"";"IMKAD_AangebodenStuk/tia_Verklaarder";"verklaringBestuursorgaan";"";"Mag niet aanwezig / ingevuld zijn";"{Verklaarder} {vlgnr} {VerklaringBestuursorgaan} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_024";"";"";"IMKAD_AangebodenStuk/tia_Verklaarder";"gemeente";"";"Mag niet aanwezig / ingevuld zijn";"{Verklaarder} {vlgnr} {gemeente} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_142";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon/IMKAD_Persoon/tia_Gegevens/GBA_Ingezetene";"tia_Titel";"";"Mag niet aanwezig / ingevuld zijn";"{GBA_Ingezetene} {vlgnr} {Titel} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_102a";"";"";"StukdeelVerdelingGemeenschap";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingGemeenschap} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_flo_050";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon";"tia_IndPartij";"";"Behalve bestuurders mogen er geen personen zijn met deze indicatie op False";"{GerelateerdPersoon} {vlgnr} {IndPartij} {2800} {Fout} - Personen moeten partij zijn, uitgezonderd bestuurder";"Consequentie voor registratie:
Alleen gerelateerde personen met deze indicatie op True worden als persoon geregistreerd.
Consequentie voor opmaak:
Opmaak van personen in de akte is afhankelijk van deze indicatie.";"";""
"dhy_026";"K";"";"IMKAD_AangebodenStuk/Partij";"tekstKeuze";"";"Mag niet aanwezig / ingevuld zijn";"{Partij} {vlgnr} {TekstKeuze} {2800} {Teveel} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_par_053";"";"";"IMKAD_ZakelijkRecht/IMKAD_Appartementsrecht/IMKAD_OZLocatie";"ligging";"";"Moet ingevuld zijn";"{AppartementsrechtLocatie} {vlgnr} {ligging} {2800} {Fout} - Rubriek verplicht voor dit modeldocument";"Consequenties voor opmaak:
Tekst ( te ,  nabij  of  tegenover ) wordt niet vermeld in de akte.";"";""
"hyp_wlu_024g";"";"";"StukdeelErfpachtcanonEeuwigAfgekocht";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelErfpachtcanonEeuwigAfgekocht} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"240A";"K";"";"Waarde is onacceptabel voor waardelijst reeks-kodes in de context reeks";"Waarde is onacceptabel voor waardelijst reeks-kodes in de context reeks";"";"Waarde is onacceptabel voor waardelijst reeks-kodes in de context reeks";"Waarde is onacceptabel voor waardelijst reeks-kodes in de context reeks";"Waarde is onacceptabel voor waardelijst reeks-kodes in de context reeks";"";"Waarde is onacceptabel voor waardelijst reeks-kodes in de context reeks"
"291";"K";"";"Referentie moet naar bestaande partij zijn";"Referentie moet naar bestaande partij zijn";"";"Referentie moet naar bestaande partij zijn";"Referentie moet naar bestaande partij zijn";"Referentie moet naar bestaande partij zijn";"";"Referentie moet naar bestaande partij zijn"
"hyp_aab_1208";"S";"";"IMKAD_AangebodenStuk/Partij";"Gevolmachtigde";"";"Moet precies 1  keer voorkomen  voor partij waarvoor //Partij/aanduidingPartij gevuld is met  bank";"{2800}{Fout} - Rubriek moet precies eenmaal voorkomen indien aanduiding partij  Bank .";"";"MD AAB hypotheek";"Moet precies 1  keer voorkomen  voor partij waarvoor //Partij/aanduidingPartij gevuld is met  bank"
"hyp_aab_1210";"W";"";"IMKAD_AangebodenStuk/Partij";"tekstKeuze";"";"Alleen de volgende waarden zijn toegestaan: k_VerwijzingPersoon
k_SchuldenaarVoornoemd
k_HypotheekgeverVoornoemd";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"TB PIH";"Alleen de volgende waarden zijn toegestaan: k_VerwijzingPersoon
k_SchuldenaarVoornoemd
k_HypotheekgeverVoornoemd"
"hyp_aab_062e";"S";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon of
IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon/IMKAD_Persoon";"tia_IndGerechtigde";"";"  false  indien niet /tia_Gegevens/ NHR_Rechtspersoon en:
  vertegenwoordigtRef is aanwezig
en
  vertegenwoordigtRef/Hoedanigheid/
  tekstKeuze[‘k_HoedanigheidVoorZich ]  komt
  in geen enkele Hoedanigheid voor 
en
  vertegenwoordigtRef/Hoedanigheid/
  te";"{Persoon} {vlgnr} {indGerechtigde} {2800} {Fout} - Waarde     tia_IndGerechtigde niet juist van persoon";"Consequentie voor registratie:
Onjuiste persoonsgegevens worden geregistreerd.";"tekstblok Partij NP             tekstblok Partij N";"  false  indien niet /tia_Gegevens/ NHR_Rechtspersoon en:
  vertegenwoordigtRef is aanwezig
en
  vertegenwoordigtRef/Hoedanigheid/
  tekstKeuze[‘k_HoedanigheidVoorZich ]  komt
  in geen enkele Hoedanigheid voor 
en
  vertegenwoordigtRef/Hoedanigheid/
  te"
"hyp_aab_1034";"W";"";"IMKAD_AangebodenStuk";"tia_AantalOnderhandseAktenVolmacht";"";"Mag niet aanwezig / ingevuld zijn";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"";"Mag niet aanwezig / ingevuld zijn"
"hyp_aab_1036";"W";"";"IMKAD_AangebodenStuk";"tia_PlaatsOndertekening";"";"Mag niet aanwezig / ingevuld zijn";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"";"Mag niet aanwezig / ingevuld zijn"
"hyp_aab_1040";"W";"";"IMKAD_AangebodenStuk";"tia_StukVariant";"";"Mag niet aanwezig / ingevuld zijn";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"";"Mag niet aanwezig / ingevuld zijn"
"hyp_aab_1042";"W";"";"IMKAD_AangebodenStuk";"Gevolmachtigde";"";"Mag niet aanwezig / ingevuld zijn";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"";"Mag niet aanwezig / ingevuld zijn"
"hyp_aab_1044";"W";"";"IMKAD_AangebodenStuk";"Hoedanigheid";"";"Mag niet aanwezig / ingevuld zijn";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"";"Mag niet aanwezig / ingevuld zijn"
"hyp_aab_1076";"W";"";"StukdeelVerdelingUittredingVennoten";"";"";"Mag niet aanwezig / ingevuld zijn";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"";"Mag niet aanwezig / ingevuld zijn"
"hyp_aab_1090";"W";"";"IMKAD_Aantekening
KadastraalObject";"";"";"Mag niet aanwezig / ingevuld zijn";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"MD Levering";"Mag niet aanwezig / ingevuld zijn"
"hyp_aab_1100";"W";"";"StukdeelHypotheek";"tekstkeuze";"";"Alleen de volgende waarden zijn toegestaan:
k_TitelOverbrugging, 
k_VervreemderOverbrugging, 
k_ZekerheidOverbrugging, 
k_AardOverbrugging, 
k_VerkrijgerOverbrugging";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"TB Overbruggingshypotheek";"Alleen de volgende waarden zijn toegestaan:
k_TitelOverbrugging, 
k_VervreemderOverbrugging, 
k_ZekerheidOverbrugging, 
k_AardOverbrugging, 
k_VerkrijgerOverbrugging"
"hyp_aab_1104";"S";"";"StukdeelHypotheek";"vervreemderRechtRef";"";"Moet aanwezig zijn indien aanduidingHypotheek niet aanwezig is";"{2800} {Fout} - Rubriek is verplicht, maar niet aanwezig.";"Consequentie voor opmaak: Partijnamen worden niet (correct) in de akte getoond.";"MD AAB hypotheek";"Moet aanwezig zijn indien aanduidingHypotheek niet aanwezig is"
"hyp_aab_1105";"W";"";"StukdeelHypotheek";"vervreemderRechtRef";"";"Mag maximaal 1 maal voorkomen";"{2800} {Waarschuwing} - Rubriek mag maar eenmaal voorkomen.";"{2800} {Waarschuwing} - Rubriek mag maar eenmaal voorkomen.";"MD AAB hypotheek";"Mag maximaal 1 maal voorkomen"
"hyp_aab_1106";"S";"";"StukdeelHypotheek";"verkrijgerRechtRef";"";"Mag maximaal 1 maal voorkomen";"{2800} {Fout} - Rubriek mag maar eenmaal voorkomen.";"Consequentie voor registratie: Er kunnen personen worden geregistreerd die niet als verkrijgende partij in de akte zijn vermeld.";"MD AAB hypotheek";"Mag maximaal 1 maal voorkomen"
"hyp_aab_1107";"S";"";"StukdeelHypotheek";"verkrijgerRechtRef";"";"Moet aanwezig zijn indien aanduidingHypotheek niet aanwezig is";"{2800} {Fout} - Rubriek is verplicht, maar niet aanwezig.";"Consequentie voor opmaak: Partijnamen worden niet (correct) in de akte getoond.
Consequentie voor registratie: De verkrijgende partij wordt niet geregistreerd.";"MD AAB hypotheek";"Moet aanwezig zijn indien aanduidingHypotheek niet aanwezig is"
"hyp_aab_1328";"W";"";"IMKAD_AangebodenStuk/Partij/Gevolmachtigde/GerelateerdPersoon/IMKAD_Persoon";"vertegenwoordigtRef";"";"Mag niet voorkomen";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"TB Gevolmachtigde";"Mag niet voorkomen"
"151A";"S";"";"";"";"";"Waarde is onacceptabel voor waardelijst  zakelijk-recht-kodes_aa  in de context  tia:aardVerkregen .";"Waarde is onacceptabel voor waardelijst  zakelijk-recht-kodes_aa  in de context  tia:aardVerkregen .";"Waarde is onacceptabel voor waardelijst  zakelijk-recht-kodes_aa  in de context  tia:aardVerkregen .";"";"Waarde is onacceptabel voor waardelijst  zakelijk-recht-kodes_aa  in de context  tia:aardVerkregen ."
"GG326";"S";"";"Particuliere hypotheek tekst vergelijkingsfout, het partnerspecifieke gedeelte van de XML (helemaal onderaan de xml) wordt nog verwezen naar een oudere versie van een partnerspecifieke xsd.";"";"";"Particuliere hypotheek tekst vergelijkingsfout, het partnerspecifieke gedeelte van de XML (helemaal onderaan de xml) wordt nog verwezen naar een oudere versie van een partnerspecifieke xsd.";"Particuliere hypotheek tekst vergelijkingsfout, het partnerspecifieke gedeelte van de XML (helemaal onderaan de xml) wordt nog verwezen naar een oudere versie van een partnerspecifieke xsd.";"Particuliere hypotheek tekst vergelijkingsfout, het partnerspecifieke gedeelte van de XML (helemaal onderaan de xml) wordt nog verwezen naar een oudere versie van een partnerspecifieke xsd.";"HB2014";"Particuliere hypotheek tekst vergelijkingsfout, het partnerspecifieke gedeelte van de XML (helemaal onderaan de xml) wordt nog verwezen naar een oudere versie van een partnerspecifieke xsd."
"EQU_008";"S";"";"tekst equ_008|Waarde  concept  is niet toegestaan voor keuzetekst  k_SoortDocument .";"";"";"tekst equ_008|Waarde  concept  is niet toegestaan voor keuzetekst  k_SoortDocument .";"tekst equ_008|Waarde  concept  is niet toegestaan voor keuzetekst  k_SoortDocument .";"tekst equ_008|Waarde  concept  is niet toegestaan voor keuzetekst  k_SoortDocument .";"HB2014";"tekst equ_008|Waarde  concept  is niet toegestaan voor keuzetekst  k_SoortDocument ."
"hyp_mon_034e";"";"";"IMKAD_AangebodenStuk/Partij/Gevolmachtigde/gegevens/persoonGegevens";"geslacht";"";"Moet ingevuld zijn";"{Gevolmachtigde} {vlgnr} {Geslacht} {2800} {Fout} - Rubriek verplicht voor dit modeldocument";"Consequenties voor opmaak:
Tekst ( de heer  of  mevrouw ) wordt niet vermeld in de akte.";"";""
"hyp_mon_034f";"";"";"IMKAD_AangebodenStuk/Partij/Gevolmachtigde/gegevens";"adresPersoon";"";"Mag 2 keer voorkomen indien het ene geval een binnenlandsAdres en het andere een kadBinnenlandsAdres betreft.";"{Gevolmachtigde} {vlgnr} {adresPersoon} {2800} {Fout} - Niet toegestane combinatie van adressen";"Consequentie voor MID:
Onjuiste adresgegevens worden getoond.
Consequentie voor opmaak:
Adresgegevens worden onjuist in de akte getoond.";"";""
"hyp_aab_027";"";"";"StukdeelPR_Beperking";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelPR_Beperking} {vlgnr} {alle} {2800} {Teveel} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_aab_1201";"W";"";"StukdeelHypotheek/vervreemderRechtRef/Partij";"aanduidingPartij";"";"Indien waarde  Aanduiding per persoon , dan moet tia_PartijOnderdeel van alle IMKAD_Persoon/tia_IndGerechtigde= true   aanwezig en gevuld zijn.";"{2800} {Waarschuwing} - tia_PartijOnderdeel moet aanwezig zijn.";"{2800} {Waarschuwing} - tia_PartijOnderdeel moet aanwezig zijn.";"TB PIH";"Indien waarde  Aanduiding per persoon , dan moet tia_PartijOnderdeel van alle IMKAD_Persoon/tia_IndGerechtigde= true   aanwezig en gevuld zijn."
"hyp_aab_1202";"S";"";"IMKAD_AangebodenStuk/vervreemderRechtRef/Partij";"aanduidingPartij";"";"Alleen de volgende waarden zijn toegestaan: de Schuldenaar en/of de Hypotheekgever.";"Alleen de volgende waarden zijn toegestaan: de Schuldenaar en/of de Hypotheekgever.";"Alleen de volgende waarden zijn toegestaan: de Schuldenaar en/of de Hypotheekgever.";"TB PIH";"Alleen de volgende waarden zijn toegestaan: de Schuldenaar en/of de Hypotheekgever."
"hyp_aab_1204";"W";"";"IMKAD_AangebodenStuk/Partij";"vofCvMs";"";"Mag niet aanwezig / ingevuld zijn";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"wordt niet gebruikt";"Mag niet aanwezig / ingevuld zijn"
"hyp_mon_053b";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon";"bevoegdheid";"";"Moet ingevuld zijn bij een GerelateerdPersoon met rol =  gevolmachtigde  en  gevolmachtigd partner";"{GerelateerdPersoon} {vlgnr} {Bevoegdheid} {2800} {Fout} - Bevoegdheid moet ingevuld zijn indien de persoon gevolmachtigde is";"Consequentie voor opmaak:
Tekst ( mondeling  of  schriftelijk ) wordt niet vermeld in de akte.";"";""
"hyp_par_006";"";"";"IMKAD_AangebodenStuk/ondertekenaar";"tia_Aard";"";"Mag niet aanwezig / ingevuld zijn";"{Ondertekenaar} {vlgnr} {Aard} {2800} {Waarschuwing} -  Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_par_007";"W";"";"IMKAD_AangebodenStuk/ondertekenaar";"tia_Initialen";"";"Mag niet aanwezig / ingevuld zijn";"{Ondertekenaar} {vlgnr} {Initialen} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";" Waarde  false  is niet toegestaan voor keuzetekst  k_Genoegzaam";"";"Waarde  false  is niet toegestaan voor keuzetekst  k_Genoegzaam"
"lev_nn_121";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/tia_Gegevens/IMKAD_NietIngezetene";"tia_Tekstkeuze";"";"Mag niet aanwezig / ingevuld zijn";"{IMKAD_NietIngezetene} {vlgnr} {Tekstkeuze} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_127";"W";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon";"rol";"";"Mag niet aanwezig / ingevuld zijn";"{GerelateerdPersoon} {vlgnr} {Rol} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_128";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon";"tekstKeuze";"";"Mag niet aanwezig / ingevuld zijn";"{GerelateerdPersoon} {vlgnr} {Tekstkeuze} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_018f";"";"";"StukdeelMandeligheid";"tekstkeuze";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelMandeligheid} {vlgnr} {Tekstkeuze} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_ing_030g";"";"";"StukdeelErfpachtcanonEeuwigAfgekocht";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelErfpachtcanonEeuwigAfgekocht} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_150";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon/IMKAD_Persoon/tia_Gegevens/IMKAD_NietIngezetene";"tia_AdellijkeTitel2";"";"Mag niet aanwezig / ingevuld zijn";"{IMKAD_NietIngezetene} {vlgnr} {AdellijkeTitel2} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_ing_029";"";"";"StukdeelDoorhalingPR_Beperking";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelDoorhalingPR_Beperking} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_ing_030";"";"";"StukdeelHandhavingPR_Beperking";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelHandhavingPR_Beperking} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_ing_030a";"";"";"StukdeelVerdelingVennootschap";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingVennootschap} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_ing_030b";"";"";"StukdeelVerdelingHuwelijk";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingHuwelijk} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"aav_e_036";"";"";"IMKAD_Persoon";"tia_Gegevens";"";"Mag 2 keer voorkomen indien het ene geval een GBA_Ingezetene en het andere een IMKAD_KadNatuurlijkPersoon betreft.";"{Persoon} {vlgnr} {Gegevens} {2800} {Fout} - Niet toegestane combinatie van persoonsgegevens";"Consequentie voor MID:
Onjuiste persoonsgegevens worden getoond.
Consequentie voor opmaak:
Persoonsgegevens worden onjuist in de akte getoond.";"";""
"hyp_rab_022";"";"";"StukdeelErfdienstbaarheid";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelErfdienstbaarheid} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"GG230";"S";"";"";"";"";"XML-PDF verschil: een/eenduizendste moet zijn een/duizendste";"XML-PDF verschil: een/eenduizendste moet zijn een/duizendste";"";"";"XML-PDF verschil: een/eenduizendste moet zijn een/duizendste"
"GG231";"S";"";"";"";"";"XML-PDF verschil: opsommings letter ontbreekt bij tekstblok recht in PDF";"XML-PDF verschil: opsommings letter ontbreekt bij tekstblok recht in PDF";"";"";"XML-PDF verschil: opsommings letter ontbreekt bij tekstblok recht in PDF"
"GG232";"S";"";"";"";"";"XML-PDF verschil: "Verenigde Staten" geschreven als "Verenige Staten" in XML";"XML-PDF verschil: "Verenigde Staten" geschreven als "Verenige Staten" in XML";"";"";"XML-PDF verschil: "Verenigde Staten" geschreven als "Verenige Staten" in XML"
"050G";"K";"";"";"";"";"Partij  rechthebbenden  moet aanwezig zijn bij afstand hypotheekrecht.";"Partij  rechthebbenden  moet aanwezig zijn bij afstand hypotheekrecht.";"Partij  rechthebbenden  moet aanwezig zijn bij afstand hypotheekrecht.";"";"050g|Partij  rechthebbenden  moet aanwezig zijn bij afstand hypotheekrecht."
"343";"K";"";"";"";"";"StukdeelDoorhalingHypotheek , deelEnNummer 343|Reeks moet leeg zijn als deel groter dan 50000.";"Reeks moet leeg zijn als deel groter dan 50000.";"Reeks moet leeg zijn als deel groter dan 50000.";"";"StukdeelDoorhalingHypotheek , deelEnNummer 343|Reeks moet leeg zijn als deel groter dan 50000"
"GG233";"N";"";"";"";"";"Letters ontbreken in de postcode";"Letters ontbreken in de postcode";"";"";"Letters ontbreken in de postcode"
"AANTV_004";"K";"";"";"";"";"Waarde  1  is niet toegestaan voor keuzetekst  k_OndertekenaarPlaatsaanduiding .";"Waarde  1  is niet toegestaan voor keuzetekst  k_OndertekenaarPlaatsaanduiding .";"Waarde  1  is niet toegestaan voor keuzetekst  k_OndertekenaarPlaatsaanduiding .";"RFC 1797536";"tia_TekstKeuze , tekst aantv_004|Waarde  1  is niet toegestaan voor keuzetekst  k_OndertekenaarPlaatsaanduiding ."
"GG234";"N";"";"";"";"";"Waarde gemeente x is onacceptabel voor waardelijst zetel";"Waarde gemeente x is onacceptabel voor waardelijst zetel";"";"";"Mogelijk met andere model constructie. Informeer bij het KIK-team."
"GG303";"N";"";"";"";"";"Aangeleverde akte is Kopie van de PDF";"Aangeleverde akte is Kopie van de PDF";"";"";"Aangeleverde akte is Kopie van de PDF"
"GG235";"K";"";"";"";"";"Komma ontbreekt in gegenereerde akte. Tekstblok recht 2.4";"Komma ontbreekt in gegenereede akte. Tekstblok recht 2.4";"";"";"Komma ontbreekt in gegenereede akte. Tekstblok recht 2.4"
"GG236";"S";"";"";"";"";"PDF-XML verschil. Deel en nummer komen niet overeen";"PDF-XML verschil. Deel en nummer komen niet overeen";"";"";"PDF-XML verschil. Deel en nummer komen niet overeen"
"GG237";"K";"";"";"";"";"XML-PDF verschil onverdeeld aandeel een/één";"XML-PDF verschil onverdeeld aandeel een/één";"";"";"XML-PDF verschil onverdeeld aandeel een/één"
"hyp_flo_062";"S";"";"IMKAD_Persoon/tia_Gegevens/NHR_Rechtspersoon";"tia_LandStatutaireZetel";"";"Mag niet aanwezig / ingevuld zijn in combinatie met IMKAD_Persoon/tia_TekstKeuze/tagNaam (‘k_Kantoorhoudende’)/tekst(‘en aldaar kantoorhoudende aan’)";"{Rechtspersoon} {vlgnr} {LandStatutaireZetel} {2800} {Fout} - Rubriek niet toegestaan bij keuzetekst  aldaar kantoorhoudende";"Consequentie voor opmaak:
Adres (buitenlands) achter  en aldaar kantoorhoudende aan  ontbreekt.";"";""
"GG172";"S";"";"";"";"";"Aard verkregen; Verschil XML-PDF";"Aard verkregen; Verschil XML-PDF";"";"";"Aard verkregen; Verschil XML-PDF"
